,ApartmentName,Streetname,NoofBedrooms,NoofBathrooms,Price,Latitude,longitude,Neighborhood
41,10 Navy Wharf Ct,10 Navy Wharf Ct,1,1,"$2,100",43.64031,-79.39171,Waterfront Communities-the Island
42,10 Navy Wharf Ct,10 Navy Wharf Ct,1,1,"$2,300",43.64031,-79.39171,Waterfront Communities-the Island
43,"222 The Esplanade, Toronto",222 The Esplanade,1.5,1.5,"$2,700",43.64974,-79.36561,Waterfront Communities-the Island
44,"222 The Esplanade, Toronto",222 The Esplanade,1.5,1.5,"$2,900",43.64974,-79.36561,Waterfront Communities-the Island
45,(#1271),346 Apache Trail,1,1,$650,43.80018,-79.33841,Pleasant View
46,5 Valhalla Inn Rd,5 Valhalla Inn Rd,1,1,"$2,500",43.64028,-79.55975,Islington-City Centre West
47,145 Marlee Ave,145 Marlee Ave,1,1,"$1,775",43.70326,-79.44099,Briar Hill-Belgravia
48,145 Marlee Ave,145 Marlee Ave,1,1," $2,400",43.70326,-79.44099,Briar Hill-Belgravia
49,145 Marlee Ave,145 Marlee Ave,1,1,"$2,875",43.70326,-79.44099,Briar Hill-Belgravia
50,Beautifully Furnished 1 Bedroom + Den Suite,45 Charles Street East,1,1,"$3,150",43.66879,-79.38393,Church-Yonge Corridor
51,Luxurious 2 Bedroom condo,29 Queens Quay E,2,2,"$3,300",43.64228,-79.37271,Waterfront Communities-the Island
52,22 Olive Avenue,22 Olive Avenue,1,1,"$2,300",43.7797,-79.41455,Willowdale East
53,111 Saint Clair Avenue West,111 Saint Clair Avenue West,1,1,"$2,250",43.68666,-79.3994,Yonge-St Clair
54,23 Brant Street,23 Brant Street,1,1,"$3,600",43.64587,-79.3973,Waterfront Communities-the Island
55,jiaping yang,17 Kenaston Gardens,1,1,"$1,880",43.76607,-79.38554,North York
58,473 Dupont Street,473 Dupont Street,3,3,"$3,000",43.67271,-79.41488,Annex
59,88 Grandview Way ,88 Grandview Way | Unit: 1005,2,2,"$3,400",43.77452,-79.41211,Willowdale East
60,10 Park Lawn Rd ,10 Park Lawn Rd | Unit: Lph 8,1,1,"$2,200",43.62298,-79.48203,Mimico
61,10 Park Lawn Rd ,10 Park Lawn Rd | Unit: 3810,2,2,"$2,780",43.62298,-79.48203,Mimico
62,10 Park Lawn Rd ,10 Park Lawn Rd | Unit: Lph,1,1,"$2,300",43.62298,-79.48203,Mimico
63,3504 Hurontario St ,3504 Hurontario St | Unit: 2501,1,1,"$2,250",43.58962,-79.63024,Cooksville
64,2 Massey Square,2 Massey Square,1,1,"$2,100",43.6963407,-79.2941142,Crescent Town
66,120 Raglan Avenue,120 Raglan Avenue,1,1,"$1,864",43.68666,-79.42132,Humewood-Cedarvale
67,120 Raglan Avenue,120 Raglan Avenue,1,1,"$2,003",43.68666,-79.42132,Humewood-Cedarvale
68,120 Raglan Avenue,120 Raglan Avenue,1,1,"$2,347",43.68666,-79.42132,Humewood-Cedarvale
69,52 Clubhouse Ct,52 Clubhouse Ct,1,1,"$2,100",43.74363,-79.49987,Glenfield-Jane Heights
70,The Jack,6 Jackes Ave,1,1,"$1,900",43.68533,-79.39253,Rosedale-Moore Park
71,6 Jackes Ave ,6 Jackes Ave | Unit: 503,2,2,"$4,250",43.68533,-79.39253,Rosedale-Moore Park
72,Massey Tower,197 Yonge St | Unit: 03,1,1,"$2,180",43.65334,-79.37933,Church-Yonge Corridor
73,Massey Tower,197 Yonge St | Unit: on 20th Floor,1,1,"$2,195",43.65334,-79.37933,Church-Yonge Corridor
74,Massey Tower,197 Yonge St,1,1,"$2,300",43.65334,-79.37933,Church-Yonge Corridor
75,Massey Tower,197 Yonge St,1,1,"$2,600",43.65334,-79.37933,Church-Yonge Corridor
76,1 Lord Seaton Rd,1 Lord Seaton Rd,1,1,"$1,050",43.75244,-79.40723,St Andrews-Windfields
77,1650 Bathurst Street,1650 Bathurst Street,1,1,"$2,002",43.69381,-79.42308,Humewood-Cedarvale
78,1650 Bathurst Street,1650 Bathurst Street,1,1,"$2,272",43.69381,-79.42308,Humewood-Cedarvale
82,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",1,1,"$1,801",43.87432339,-81.03563859,Fordwich
83,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",1,1,"$2,209",43.87432339,-81.03563859,Fordwich
84,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",2,2,"$2,264",43.87432339,-81.03563859,Fordwich
85,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",1,1,"$1,801",43.87432339,-81.03563859,Fordwich
86,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",1,1,"$2,209",43.87432339,-81.03563859,Fordwich
87,"3000, 3015, 3017 Queen St. East","3000, 3015, 3017 Queen St. East",2,2,"$2,264",43.87432339,-81.03563859,Fordwich
88,3896 Bathurst Street,3896 Bathurst Street,1,1,"$1,783",43.74395,-79.4361,Clanton Park
89,3896 Bathurst Street,3896 Bathurst Street,1,1,"$2,148",43.74395,-79.4361,Clanton Park
90,Faywood - Vinci Community,30 Vinci Cres,1,1,"$1,925",43.73699,-79.44601,Clanton Park
91,York Mills and Leslie,750 York Mills Road,1,1,"$1,899",43.7537,-79.36081,St Andrews-Windfields
92,York Mills and Leslie,750 York Mills Road,1,1,"$2,249",43.7537,-79.36081,St Andrews-Windfields
93,York Mills and Leslie,750 York Mills Road,1.5,1.5,"$2,649",43.7537,-79.36081,St Andrews-Windfields
94,455 Queen St W ,455 Queen St W | Unit: 301,1.5,1.5,"$3,600",43.6484,-79.39708,Waterfront Communities-the Island
95,20 Wardlaw Crescent,20 Wardlaw Crescent,2.5,2.5,"$3,200",43.73988,-79.56347,Etobicoke
96,The Kip,5324 Dundas St W,1,1,"$2,200",43.63478,-79.54174,Islington-City Centre West
97,2A Tiverton Ave ,2A Tiverton Ave | Unit: Main/Upper,1.5,1.5,"$3,295",43.66425,-79.34538,South Riverdale
98,1202 York Mills Road - The York Mills,1202 York Mills Road,1,1,"$1,987",43.76062,-79.33506,Parkwoods-Donalda
99,1200 York Mills Road - The York Mills,1200 York Mills Road,1,1,"$1,857",43.75965,-79.33497,Parkwoods-Donalda
100,1200 York Mills Road - The York Mills,1200 York Mills Road,1,1,"$2,057",43.75965,-79.33497,Parkwoods-Donalda
103,15 Iceboat Terr,15 Iceboat Terr,1,1,"$2,200",43.64052,-79.39691,Waterfront Communities-the Island
104,260 Doris Ave ,260 Doris Ave | Unit: 502,2,2,"$2,550",43.77228,-79.41222,Willowdale East
105,260 Doris Ave ,260 Doris Ave | Unit: 705,2,2,"$2,600",43.77228,-79.41222,Willowdale East
106,31 Bales Ave,31 Bales Ave,2,2,"$2,700",43.76013,-79.40883,Willowdale East
107,1427 Lansdowne Ave,1427 Lansdowne Ave,2,2,"$2,800",43.67557,-79.44985,Corso Italia-Davenport
108,33 Hellensfield Crescent,33 Hellensfield Crescent,2.5,2.5,"$3,000",43.66112,-79.58576,Etobicoke
109,33 Hellensfield Crescent,33 Hellensfield Crescent,1,1,"$2,000",43.66112,-79.58576,Etobicoke
110,488 University Ave,488 University Ave,1,1,"$2,295",43.65505,-79.38903,Kensington-Chinatown
111,488 University Ave,488 University Ave,1,1,"$2,700",43.65505,-79.38903,Kensington-Chinatown
112,488 University Ave,488 University Ave,1,1,"$2,700",43.65505,-79.38903,Kensington-Chinatown
113,Avani 2,275 Village Green Square | Unit: 1222,2,2,"$2,200",43.7796,-79.2832,Agincourt South-Malvern West
114,Avani 2,275 Village Green Square,1,1,"$1,925",43.7796,-79.2832,Agincourt South-Malvern West
115,Avani 2,275 Village Green Square,2,2,"$1,950",43.7796,-79.2832,Agincourt South-Malvern West
116,Wyatt Condos,20 Tubman Ave | Unit: 1811,1,1,"$1,800",43.66059,-79.35935,Regent Park
117,Wyatt Condos,20 Tubman Ave | Unit: 1008,1,1,"$1,950",43.66059,-79.35935,Regent Park
118,87 Peter St ,87 Peter St | Unit: 2901,1,1,"$3,149",43.64699,-79.39225,Waterfront Communities-the Island
119,87 Peter St ,87 Peter St | Unit: 1101,1,1,"$2,600",43.64699,-79.39225,Waterfront Communities-the Island
120,388 Bloor St E,388 Bloor St E,1,1,"$3,000",43.67249,-79.37746,Rosedale-Moore Park
121,85 E Liberty St ,85 E Liberty St | Unit: 999,2,2,"$2,450",43.63828,-79.41512,Niagara
122,85 E Liberty St ,85 E Liberty St | Unit: 1602,1,1,"$2,500",43.63828,-79.41512,Niagara
123,85 E Liberty St ,85 E Liberty St | Unit: 1602,1,1,"$2,450",43.63828,-79.41512,Niagara
124,85 E Liberty St ,85 E Liberty St | Unit: 1902,1,1,"$2,450",43.63828,-79.41512,Niagara
125,85 E Liberty St ,85 E Liberty St | Unit: 9999,1,1,"$2,500",43.63828,-79.41512,Niagara
126,85 E Liberty St ,85 E Liberty St | Unit: 1011,1,1,"$2,450",43.63828,-79.41512,Niagara
127,84 Falmouth Ave,84 Falmouth Ave,1,1,"$1,999",43.7349,-79.25321,Kennedy Park
128,2356 Sheppard Ave W ,2356 Sheppard Ave W | Unit: 203,1,1,"$1,750",43.73415,-79.5378,Humbermede
129,Metro Condominiums,139 Merton St | Unit: 800,1.5,1.5,"$2,800",43.69675,-79.39175,Mt Pleasant West
130,Treviso 1,800 Lawrence Ave W | Unit: 1490,1,1,"$1,950",43.7141723,-79.4549435,Yorkdale-Glen Park
131,Treviso Condos,800 Lawrence Ave W | Unit: 898,1,1,"$2,100",43.7141723,-79.4549435,Yorkdale-Glen Park
132,Treviso Condos,830 Lawrence Ave W,1,1,"$2,350",43.7141115,-79.4553669,Yorkdale-Glen Park
133,97 Granby St,97 Granby St,1,1,"$2,400",43.66125,-79.37849,Church-Yonge Corridor
134,655 Manning Ave ,655 Manning Ave | Unit: 1,2,2,"$3,500",43.66374,-79.4157,Palmerston-Little Italy
135,The Jax,6 Jackes Ave | Unit: 507,1,1,"$2,300",43.68533,-79.39253,Rosedale-Moore Park
136,1202 Royal York Rd ,1202 Royal York Rd | Unit: Main,1,1,"$2,299",43.66531,-79.51969,Edenbridge-Humber Valley
137,1202 Royal York Rd ,1202 Royal York Rd | Unit: Upper,2.5,2.5,"$6,750",43.66531,-79.51969,Edenbridge-Humber Valley
138,460 Adelaide St E ,460 Adelaide St E | Unit: 102,2,2,"$3,000",43.65279,-79.3668,Moss Park
139,19 Dusty Star Rd ,19 Dusty Star Rd | Unit: 19,1,1,"$2,500",43.75125,-79.74448,Springdale
141,Fuse,1410 Dupont St,1,1,"$2,000",43.66698,-79.44731,Dovercourt-Wallace Emerson-Junction
142,London on the Esplanade,38 The Esplanade | Unit: 1003,1,1,"$2,500",43.64693,-79.3747,Waterfront Communities-the Island
144,68 Merton St ,68 Merton St | Unit: 404,2,2,"$3,000",43.69683,-79.39395,Mt Pleasant West
145,44 Sixteenth St,44 Sixteenth St,1,1,"$1,100",43.6002309,-79.5159089,New Toronto
146,King's Club,1100 King St W | Unit: A-608,1,1,"$1,650",43.64008,-79.42332,South Parkdale
147,6 Fuller Ave,6 Fuller Ave,1,1,"$3,100",43.64046,-79.43946,Roncesvalles
148,156 Enfield Pl ,156 Enfield Pl | Unit: 396,1,1,"$2,250",43.5915097,-79.6359363,Cooksville
149,156 Enfield Pl ,156 Enfield Pl | Unit: 1005,2,2,"$2,750",43.5915097,-79.6359363,Cooksville
150,39 Seahorse Ave,39 Seahorse Ave,2.5,2.5,"$2,300",43.72238,-79.76273,Downtown Brampton
151,Omega Condos,117 McMahon Dr,1,1,"$2,100",43.76721,-79.3711,Bayview Village
152,Opus/Omega Concord,117 McMahon Dr,2,2,"$2,500",43.76721,-79.3711,Bayview Village
153,Opus/Omega Concord,117 McMahon Dr,1,1,"$2,600",43.76721,-79.3711,Bayview Village
154,4727 Sheppard Ave E ,4727 Sheppard Ave E | Unit: 701,2,2,"$2,200",43.7895,-79.25359,Agincourt South-Malvern West
155,190 Exbury Road,190 Exbury Road,1,1,"$1,907",43.72922,-79.50902,Downsview-Roding-CFB
157,62 Forest Manor Rd,62 Forest Manor Rd,2,2,"$2,400",43.77396,-79.34525,Henry Farm
158,62 Forest Manor Rd,62 Forest Manor Rd,2,2,"$2,600",43.77396,-79.34525,Henry Farm
160,Residences of The World Trade Centre,10 Queens Quay W | Unit: 1410,2,2,"$3,250",43.64191,-79.37577,Waterfront Communities-the Island
162,Chaz Yorkville,45 Charles St E,1,1,"$2,095",43.66879,-79.38393,Church-Yonge Corridor
163,Chaz Yorkville,45 Charles St E | Unit: 3607,1,1,"$2,400",43.66879,-79.38393,Church-Yonge Corridor
164,Shervin Koulena,15 Redpath Ave,1,1,"$2,400",43.7041686,-79.3912398,Mt Pleasant West
165,Wyatt by Daniels,20 Tubman Ave,1,1,"$2,100",43.66059,-79.35935,Regent Park
166,Wyatt by Daniels,20 Tubman Ave,1,1,"$2,100",43.66059,-79.35935,Regent Park
167,Montage LE,25 Telegram Mews | Unit: Suite 4301,1,1,"$2,500",43.64099,-79.39457,Waterfront Communities-the Island
168,64 Oxford St ,64 Oxford St | Unit: 2nd & 3rd Floor,1.5,1.5,"$3,400",43.1533,-79.2005,Merritton
169,60 Heintzman St,60 Heintzman St,1,1,"$2,000",43.6669,-79.46428,Junction Area
170,X Condominium,110 Charles St E,2,2,"$2,800",43.67008,-79.38051,Church-Yonge Corridor
171,340 Avenue Road,340 Avenue Rd | Unit: 441,1,1,"$1,825 ",43.68084,-79.39943,Casa Loma
172,17 Dobbin Rd,17 Dobbin Rd,1,1,"$2,600",43.77312,-79.31697,Tam O'Shanter-Sullivan
173,35 Finch Avenue - Chicago Residence,35 Finch Ave E,2,2,"$2,950",43.78003,-79.41263,Willowdale East
174,Furnished Dundas Garden Suite,2163 Dundas St W | Unit: Unit 1,1,1,"$2,750",43.65302,-79.45056,Roncesvalles
175,3237 Bayview Ave ,3237 Bayview Ave | Unit: 9th Floor,2,2,"$2,300",43.79011,-79.39275,Bayview Woods-Steeles
176,3237 Bayview Ave ,3237 Bayview Ave | Unit: 3rd Floor,2,2,"$2,100",43.79011,-79.39275,Bayview Woods-Steeles
177,Empire Plaza,33 University Ave | Unit: 1905,2,2,"$3,600",43.64622,-79.38354,Bay Street Corridor
178,37 Garden Ave,37 Garden Ave,2,2,"$3,200",43.83829,-79.4331,Richvale
179,Bel Mercado,43 Eglinton Ave E,1,1,"$2,750",43.70676,-79.39691,Mt Pleasant West
180,36 Park Lawn Rd ,36 Park Lawn Rd | Unit: 1999,1,1,"$1,995",43.6236,-79.48411,Mimico
181,36 Park Lawn Rd ,36 Park Lawn Rd | Unit: 199,1,1,"$2,000",43.6236,-79.48411,Mimico
182,2200 Lake Shore Blvd W ,2200 Lake Shore Blvd W | Unit: 899,1,1,"$2,150",43.62274,-79.48193,Mimico
183,2200 Lake Shore Blvd W ,2200 Lake Shore Blvd W | Unit: Uph4907,2,2,"$2,700",43.62274,-79.48193,Mimico
184,2200 Lake Shore Blvd W ,2200 Lake Shore Blvd W | Unit: 3003,1,1,"$2,100",43.62274,-79.48193,Mimico
185,16 Brookers Ln ,16 Brookers Ln | Unit: 991,1,1,"$2,100",43.62692,-79.47838,Mimico
186,16 Brookers Ln ,16 Brookers Ln | Unit: 2804,2,2,"$2,750",43.62692,-79.47838,Mimico
187,80 Marine Parade Dr ,80 Marine Parade Dr | Unit: 997,1,1,"$2,150",43.62633,-79.47724,Mimico
188,414 Willowdale Avenue,414 Willowdale Avenue,1,1,"$2,155",43.77721,-79.40565,Willowdale East
189,Yorkville Luxury Furnished Condo,18 Yorkville Ave,1,1,"$3,200",43.672,-79.38789,Annex
190,Sam Kazak,14 Ethelwin Ave,2,2,"$3,500",43.68506,-79.30956,East End-Danforth
191,44 Nursewood Rd,44 Nursewood Rd,4,4,"$5,000",43.67344,-79.2813,The Beaches
192,The Curve Lofts,170 Sudbury St,1,1,"$2,500",43.64154,-79.42447,Little Portugal
193,Seventy-Five Condominiums,75 Portland St,1,1,"$4,300",44.66577,-63.56664,Dartmouth
194,110 Bloor St W,110 Bloor St W,2,2,"$3,900",43.66948,-79.3923,Annex
195,110 Bloor St W,110 Bloor St W,1,1,"$3,000",43.66948,-79.3923,Annex
196,51 Times Ave,51 Times Ave,2,2,"$2,300",43.84035,-79.39153,Thornhill
197,Condo For Rent in Toronto ( Yonge & Sheppard ),100 Harrison Garden Boulevard,1,1,"$2,650",43.75698,-79.4044,Willowdale East
198,St. Gabriel Residence,650 Sheppard Avenue East,2,2,"$2,900",43.76859,-79.38144,Bayview Village
199,Modern Beach Loft,952 Kingston Rd | Unit: 205,1,1,"$2,200",43.68072,-79.28768,East End-Danforth
200,Sanjiv Madhura,47 Storey Pl,1,1,"$1,300",43.84022,-79.25569,North Milliken
201,Sanjiv Madhura,47 Storey Pl,3,3,"$1,300",43.84022,-79.25569,North Milliken
202,55 E Liberty St,55 E Liberty St,1.5,1.5,"$3,000",43.63862,-79.41274,Niagara
203,55 E Liberty St,55 E Liberty St,1.5,1.5,"$3,500",43.63862,-79.41274,Niagara
204,5 Rosehill Avenue,5 Rosehill Ave | Unit: 912,2,2,"$2,950",43.10982,-80.27691,Brantford
205,Bloor Street Neighborhood,35 Hayden St,2,2,"$4,350",43.66955,-79.38461,Church-Yonge Corridor
206,Bloor Street Neighborhood,35 Hayden St,1,1,"$2,750",43.66955,-79.38461,Church-Yonge Corridor
207,47 Major St,47 Major St,1,1,"$2,700",43.65903,-79.40314,University
208,Michael J Lane,40 Tenth St,1.5,1.5,"$2,450",46.21759,-59.96428,Glace Bay
209,Ocean Club,59 Annie Craig Dr | Unit: 691,1,1,"$1,950",43.62495,-79.47824,Mimico
210,Ocean Club,59 Annie Craig Dr | Unit: 1103,2,2,"$3,900",43.62495,-79.47824,Mimico
211,118 Chestnut Crescent,118 Chestnut Crescent,1,1,"$2,700",43.71771,-79.27624,Scarborough
213,3840 Bathurst St,3840 Bathurst St,1.5,1.5,"$2,100",43.7401,-79.43504,Clanton Park
214,2212 Lake Shore Blvd W ,2212 Lake Shore Blvd W | Unit: 2212,2,2,"$2,650",43.6220932,-79.4820723,Mimico
215,101 Peter St ,101 Peter St | Unit: 3310,1,1,"$4,500",43.64751,-79.39273,Waterfront Communities-the Island
216,101 Peter St ,101 Peter St | Unit: 602,1,1,"$19,500",43.64751,-79.39273,Waterfront Communities-the Island
217,101 Peter St ,101 Peter St | Unit: 701,1,1,"$2,275",43.64751,-79.39273,Waterfront Communities-the Island
218,101 Peter St ,101 Peter St | Unit: 1903,1,1,"$2,300",43.64751,-79.39273,Waterfront Communities-the Island
219,Minto Skyy,1048 Broadview Ave,1,1,"$1,950",43.68473,-79.35714,Broadview North
220,3 Navy Wharf Ct,3 Navy Wharf Ct,2,2,"$4,350",43.6403,-79.39082,Waterfront Communities-the Island
221,3 Navy Wharf Ct,3 Navy Wharf Ct,1,1,"$2,900",43.6403,-79.39082,Waterfront Communities-the Island
222,20 Bruyeres Mews ,20 Bruyeres Mews | Unit: 690,1,1,"$2,250",43.63755,-79.4008,Niagara
223,100 Western Battery Rd ,100 Western Battery Rd | Unit: 1199,1,1,"$2,250",43.63962,-79.41575,Niagara
224,150 E Liberty St ,150 E Liberty St | Unit: 1299,1,1,"$2,100",43.63877,-79.41628,Niagara
225,150 E Liberty St ,150 E Liberty St | Unit: 2908,1,1,"$1,950",43.63877,-79.41628,Niagara
226,51 E Liberty St ,51 E Liberty St | Unit: 2199,1,1,"$2,475",43.63886,-79.4118,Niagara
227,51 E Liberty St ,51 E Liberty St | Unit: 599,2,2,"$2,600",43.63886,-79.4118,Niagara
228,2983 Bloor St W ,2983 Bloor St W | Unit: A,3,3,"$4,750",43.64761,-79.50948,Stonegate-Queensway
230,Charissa Leung,54 Maitland St | Unit: 320,1,1,"$1,500",43.66476,-79.38144,Church-Yonge Corridor
231,3 Winchfield Pl,3 Winchfield Pl,1,1,"$1,500",43.74205,-79.36265,Banbury-Don Mills
232,Bloor Walk,100 Hayden St,2,2,"$2,790",43.67056,-79.38141,Church-Yonge Corridor
233,Bathville Towers,6000  Bathurst Street,1,1,"$2,100",43.78534,-79.44676,Westminster-Branson
237,Casa 3,50 Charles St E,1,1," $2,250",43.66934,-79.38365,Church-Yonge Corridor
238,Ice condo,14 York St | Unit: 910,1,1,"$2,500",43.16256,-79.25283,York-Haig
239,5128 Dundas St W,5128 Dundas St W,1,1,"$2,600",43.64431,-79.53321,Islington-City Centre West
240,Icon,270 Wellington St W | Unit: 915,1,1,"$4,000",43.645,-79.39123,Waterfront Communities-the Island
241,Icon,250 Wellington St W,1,1,"$3,600",43.64506,-79.39082,Waterfront Communities-the Island
242,560 Front St W ,560 Front St W | Unit: 515,1,1,"$2,275",43.64124,-79.40012,Waterfront Communities-the Island
243,560 Front St W ,560 Front St W | Unit: 617,1,1,"$2,500",43.64124,-79.40012,Waterfront Communities-the Island
244,560 Front St W ,560 Front St W | Unit: 528,2,2,"$6,500",43.64124,-79.40012,Waterfront Communities-the Island
245,The Residences,488 University Ave | Unit: University Ave,2,2,"$2,899",43.65505,-79.38903,Kensington-Chinatown
246,Edge on Triangle Park,36 Lisgar St | Unit: 915,2,2,"$2,650",43.64174,-79.42332,Little Portugal
247,Edge on Triangle Park,36 Lisgar St | Unit: 1610,2,2,"$2,500",43.64174,-79.42332,Little Portugal
248,60 Lynvalley Crescent,60 Lynvalley Crescent,1,1,$850,43.75036,-79.30906,Scarborough
249,Cherry Yang,5168 Yonge St | Unit: 1012,2,2,"$2,800",43.76989,-79.41353,Willowdale West
250,Concord Omega/Opus Towns,113 McMahon Dr,4,4,"$3,850",43.76689,-79.37136,Bayview Village
251,ICON,270 Wellington St W,2,2,"$3,350",43.645,-79.39123,Waterfront Communities-the Island
252,Solaris 2 - 135 Village Green Square,135 Village Green Square | Unit: 1515,1,1,"$1,850",43.77788,-79.28075,Agincourt South-Malvern West
253,Electra Lofts,1029 King St W,1,1,"$2,600",43.64098,-79.41622,Niagara
254,75 E Liberty St ,75 E Liberty St | Unit: 1310,1,1,"$2,350",43.63836,-79.41452,Niagara
255,11 Rothwell Rd,11 Rothwell Rd,1,1,"$2,300",43.76389,-79.31317,Wexford-Maryvale
260,Alto and Parkside,55 Ann O'Reilly Rd | Unit: 3101,1,1,"$2,050",43.7737,-79.3296,Henry Farm
261,Heritage on the Trail,3 Elsie Lane,2.5,2.5,"$3,800",43.65976,-79.45114,Dovercourt-Wallace Emerson-Junction
262,Heritage on the Trail,3 Elsie Lane,2.5,2.5,"$3,900",43.65976,-79.45114,Dovercourt-Wallace Emerson-Junction
263,50 Bruyeres Mews,50 Bruyeres Mews,1,1,"$1,980",43.63766,-79.40245,Niagara
264,50 Bruyeres Mews,50 Bruyeres Mews,1,1,"$2,150",43.63766,-79.40245,Niagara
265,46 Dewson St,46 Dewson St,1,1,"$2,795",44.67028,-63.58038,Dartmouth
266,the Wyatt,20 Tubman Ave | Unit: 001,2,2,"$2,550",43.66059,-79.35935,Regent Park
267,87 Peter St,87 Peter St,1,1,"$2,200",43.64699,-79.39225,Waterfront Communities-the Island
268,87 Peter St,87 Peter St,1,1,"$2,400",43.64699,-79.39225,Waterfront Communities-the Island
269,87 Peter St,87 Peter St,1,1,"$2,200",43.64699,-79.39225,Waterfront Communities-the Island
270,Ian Serota,183 Wellington St W | Unit: 2301,2,2,"$7,500",43.64541,-79.38732,Waterfront Communities-the Island
271,Ian Serota,183 Wellington St W,2.5,2.5,"$10,000",43.64541,-79.38732,Waterfront Communities-the Island
272,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,150",43.64968,-79.39923,Kensington-Chinatown
273,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,150",43.64968,-79.39923,Kensington-Chinatown
274,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,150",43.64968,-79.39923,Kensington-Chinatown
275,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,195",43.64968,-79.39923,Kensington-Chinatown
276,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,275",43.64968,-79.39923,Kensington-Chinatown
277,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,300",43.64968,-79.39923,Kensington-Chinatown
278,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,350",43.64968,-79.39923,Kensington-Chinatown
279,SQ2 at Alexandra Park #3544,80 Vanauley Street,1,1,"$2,350",43.64968,-79.39923,Kensington-Chinatown
280,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,295",43.64968,-79.39923,Kensington-Chinatown
281,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,350",43.64968,-79.39923,Kensington-Chinatown
282,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,450",43.64968,-79.39923,Kensington-Chinatown
283,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,550",43.64968,-79.39923,Kensington-Chinatown
284,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,695",43.64968,-79.39923,Kensington-Chinatown
285,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,950",43.64968,-79.39923,Kensington-Chinatown
286,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$2,950",43.64968,-79.39923,Kensington-Chinatown
287,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$3,195",43.64968,-79.39923,Kensington-Chinatown
288,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$3,200",43.64968,-79.39923,Kensington-Chinatown
289,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$3,200",43.64968,-79.39923,Kensington-Chinatown
290,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$3,300",43.64968,-79.39923,Kensington-Chinatown
291,SQ2 at Alexandra Park #3544,80 Vanauley Street,2,2,"$3,350",43.64968,-79.39923,Kensington-Chinatown
